ID_ALUNO;NOME;SEXO;RG;DATA_NASC;EMAIL;TELEFONE;ENDERECO
59996;Caio Cardoso;M;450.789.621-58;1950-03-07;caio.cardoso@trabalhopuc.br;(031) 2073 3547;Parque de Nogueira, 7 Vila Independencia 1ª Seção 56961455 Sousa / MS
931070;Luiz Henrique Sá;M;254.073.698-00;1973-08-10;luiz henrique.sá@trabalhopuc.br;+55 (011) 9717-5928;Campo Maria Flor Montenegro, 58 Vila Santo Antônio Barroquinha 32568-101 Porto do Norte / PB
266931;João Guilherme das Neves;M;597.120.643-52;1988-12-12;joão guilherme.dasneves@trabalhopuc.br;+55 (051) 3334-7137;Área Borges, 8 São Vicente 01983040 Camargo Verde / BA
557397;Yuri Porto;M;907.234.851-60;1978-07-15;yuri.porto@trabalhopuc.br;+55 31 5291-4247;Vereda Guilherme Gonçalves, 86 Coração Eucarístico 54012017 Ferreira das Pedras / RS
113226;Luiz Gustavo Monteiro;M;374.120.598-23;1976-08-27;luiz gustavo.monteiro@trabalhopuc.br;+55 (051) 7758 8653;Vale de Pastor, 22 Heliopolis 09040-916 Camargo / RR
815367;Lucas Moura;M;283.546.790-47;1972-10-29;lucas.moura@trabalhopuc.br;21 7897-5296;Rodovia Dante Gomes, 12 Ambrosina 16710915 da Rocha / AC
860603;Dom Barros;M;142.095.768-67;1981-10-09;dom.barros@trabalhopuc.br;31 7442 1301;Lagoa Juliana Melo, 776 Manacas 57935-048 Pinto do Amparo / PA
115894;Luiz Otávio Rezende;M;519.723.846-19;1966-04-05;luiz otávio.rezende@trabalhopuc.br;+55 51 9854 7771;Trecho de Sousa, 5 Cônego Pinheiro 2ª Seção 62668189 da Luz de Nascimento / SC
618861;Ana Liz Montenegro;F;673.289.401-31;1991-03-21;ana liz.montenegro@trabalhopuc.br;(021) 3091 9669;Conjunto de Pimenta, 714 Leticia 46214-954 Rocha de Camargo / MG
405592;Henry Nogueira;M;265.417.093-43;1981-10-13;henry.nogueira@trabalhopuc.br;+55 (041) 5077-9264;Travessa Oliveira, 284 Granja De Freitas 91733-807 Dias de Goiás / MS
407458;Igor Castro;M;670.341.592-70;1988-10-04;igor.castro@trabalhopuc.br;71 4422 1689;Parque de Porto, 15 Conjunto Jatoba 67501760 Oliveira / MG
924123;Emilly Fernandes;F;065.827.431-71;1976-06-05;emilly.fernandes@trabalhopuc.br;0900 650 6307;Setor Levi Casa Grande, 633 Barão Homem De Melo 1ª Seção 93069344 Garcia da Prata / DF
93836;Isabela Borges;F;063.981.574-00;1987-12-07;isabela.borges@trabalhopuc.br;+55 (081) 5526-3154;Fazenda Abreu Vila Madre Gertrudes 3ª Seção 80153-844 Garcia da Prata / TO
383175;Isabela Sales;F;210.587.946-20;1985-05-03;isabela.sales@trabalhopuc.br;+55 61 6654-9605;Residencial de Novais, 12 Jardim São José 84748-901 Casa Grande de Goiás / MS
390062;Rhavi Pinto;M;097.312.685-02;1977-01-06;rhavi.pinto@trabalhopuc.br;0800-374-7297;Praça de das Neves, 40 Parque São José 81890666 Câmara / BA
403482;Marcos Vinicius Guerra;M;527.684.391-00;1957-07-10;marcos vinicius.guerra@trabalhopuc.br;+55 31 4042 8216;Distrito de Casa Grande, 189 Goiania 44173812 Borges de Goiás / PI
157201;Rodrigo Martins;M;640.398.271-04;1990-07-14;rodrigo.martins@trabalhopuc.br;71 0568-0050;Ladeira Vasconcelos, 117 Vila Engenho Nogueira 21572109 Ribeiro / MS
581888;Sophia Campos;F;183.720.459-41;1954-10-02;sophia.campos@trabalhopuc.br;+55 21 9304-1053;Ladeira Natália Cirino São Bento 36074072 Monteiro / PI
597692;Anthony Gabriel da Costa;M;189.576.302-95;1976-04-19;anthony gabriel.dacosta@trabalhopuc.br;21 8431-5049;Colônia Sales, 88 Esplanada 78513770 Souza / PB
756189;Juan Castro;M;096.381.542-33;1991-10-22;juan.castro@trabalhopuc.br;+55 (081) 1134 1323;Recanto Albuquerque, 19 Santo Agostinho 35185-398 Siqueira / MA
881060;Antony Campos;M;908.716.532-30;1965-08-27;antony.campos@trabalhopuc.br;(011) 9881 3490;Vale Emanuel da Mota Urca 60674-267 Sales da Praia / GO
940338;Alice Porto;F;561.247.389-37;1989-03-16;alice.porto@trabalhopuc.br;0500 867 6173;Aeroporto de Campos, 8 Dom Joaquim 23809041 Vargas / ES
604858;Natália Guerra;F;053.124.968-98;1988-03-16;natália.guerra@trabalhopuc.br;+55 (081) 6787 4380;Travessa de da Conceição Maravilha 99364573 Melo / AC
869742;Eloá Aparecida;F;396.014.582-98;1953-07-08;eloá.aparecida@trabalhopuc.br;+55 41 2374-2367;Morro Moraes, 2 Embaúbas 56745-839 Fogaça dos Dourados / PA
478408;Otávio Caldeira;M;498.675.201-49;1987-11-26;otávio.caldeira@trabalhopuc.br;84 8361-5423;Parque de da Rocha, 8 Vila Vista Alegre 79982-067 Cardoso da Praia / MG
430772;Ana Clara Novaes;F;136.285.907-95;1993-10-18;ana clara.novaes@trabalhopuc.br;+55 (041) 6567-3422;Travessa Vasconcelos, 96 Vila Vista Alegre 02531767 da Conceição do Campo / SC
938182;Henry Gabriel Ferreira;M;271.083.546-08;1995-12-20;henry gabriel.ferreira@trabalhopuc.br;41 4704-6695;Travessa de Albuquerque, 77 Santa Rita 61616116 Pastor da Serra / PI
463945;Bryan Farias;M;958.610.432-05;1971-11-27;bryan.farias@trabalhopuc.br;+55 41 2970 8284;Pátio Gonçalves, 8 Vista Alegre 64593234 Moura / RO
4221;Melina Monteiro;F;624.180.975-01;1961-04-25;melina.monteiro@trabalhopuc.br;+55 (071) 8005 7889;Viaduto de Azevedo, 809 Conjunto Capitão Eduardo 28992-041 Costa / SE
879379;Antony Casa Grande;M;630.927.854-10;1951-10-29;antony.casagrande@trabalhopuc.br;+55 (084) 6243-6780;Viaduto de Vieira, 16 São Luiz 31330-061 Ferreira das Pedras / BA
233355;Pedro Lucas Cassiano;M;168.920.574-11;1967-04-09;pedro lucas.cassiano@trabalhopuc.br;+55 41 0857 8498;Vale Mirella Mendes, 28 Trevo 96130245 Aragão / SC
757277;Carlos Eduardo Cardoso;M;204.613.597-07;1955-10-21;carlos eduardo.cardoso@trabalhopuc.br;+55 84 4175 7655;Trevo Sophie Abreu, 371 Barro Preto 57721037 Alves / MG
728884;Liam da Luz;M;872.941.053-32;1976-10-12;liam.daluz@trabalhopuc.br;+55 (041) 6971-1753;Lago de Andrade, 8 Vila Da Amizade 30899-998 Rocha / ES
864464;Ravi Lucca Aragão;M;619.738.042-04;1974-12-30;ravi lucca.aragão@trabalhopuc.br;+55 81 3398-0728;Lago de Brito, 562 João Alfredo 74270355 Viana da Praia / RS
131527;Alícia Camargo;F;240.156.378-44;1981-04-05;alícia.camargo@trabalhopuc.br;+55 51 7515 1670;Condomínio Dante Martins, 31 Ápia 46105240 Martins / PA
296250;Pedro Henrique Lima;M;968.405.237-56;1974-06-22;pedro henrique.lima@trabalhopuc.br;+55 84 1503-2682;Recanto Correia Cidade Jardim Taquaril 91116201 Viana / AP
578458;Luiz Henrique Cardoso;M;395.842.106-70;1987-09-05;luiz henrique.cardoso@trabalhopuc.br;11 9076 2485;Loteamento Isabela Araújo, 20 Gameleira 58599-806 Sousa da Serra / AM
656439;Theo Alves;M;640.895.371-93;1976-02-28;theo.alves@trabalhopuc.br;+55 (051) 6824 6485;Feira Caroline Farias, 72 Santa Cruz 52619-847 Cassiano / MS
687783;Marcos Vinicius Araújo;M;106.234.879-69;1961-07-11;marcos vinicius.araújo@trabalhopuc.br;(081) 8939-2466;Estrada Brayan da Costa, 921 Jardinópolis 26938872 Costa da Serra / BA
795452;Emilly Pires;F;514.720.839-97;1975-06-30;emilly.pires@trabalhopuc.br;+55 11 1896-7967;Vila Rios, 5 Etelvina Carneiro 22265137 Gonçalves de Goiás / RR
477609;Maria Novaes;F;850.429.617-20;1980-01-13;maria.novaes@trabalhopuc.br;+55 (071) 6705-2781;Parque Moreira, 39 Vila Sumaré 75294775 Vieira / MT
146504;Otávio Barbosa;M;096.748.315-84;1961-01-18;otávio.barbosa@trabalhopuc.br;(061) 4150 3823;Lago Vicente Nascimento, 17 Paraíso 09055-023 Barbosa dos Dourados / AL
539497;Cauê Fogaça;M;243.097.681-13;1990-08-01;cauê.fogaça@trabalhopuc.br;(051) 6028 8599;Quadra Henry Gabriel Sales, 16 Ipe 67673-582 Farias / GO
277045;Luana Aparecida;F;390.287.516-02;1952-01-05;luana.aparecida@trabalhopuc.br;41 1822 4105;Área de da Cunha, 6 Mantiqueira 91118-966 Moreira / AL
517843;Liam Carvalho;M;503.826.419-06;1950-11-19;liam.carvalho@trabalhopuc.br;+55 31 8901-8396;Lago Apollo Siqueira, 94 Vila Boa Vista 24336-455 Guerra da Mata / PI
463604;Ester Mendonça;F;704.195.362-99;1966-11-29;ester.mendonça@trabalhopuc.br;0300-915-1770;Fazenda Ana Clara Novais, 844 Santa Lúcia 46609802 Guerra / PE
461130;Lucca da Mota;M;175.486.023-08;1989-05-09;lucca.damota@trabalhopuc.br;+55 (031) 9487-4958;Fazenda Fernando Cavalcanti, 181 Anchieta 30335-926 Borges do Galho / BA
517946;Luísa Pinto;F;792.530.861-30;1994-12-14;luísa.pinto@trabalhopuc.br;+55 11 5520 7174;Lagoa Enzo Gabriel Casa Grande Ápia 57630-455 Sá / AM
458317;Brayan Cunha;M;185.709.623-12;1957-03-13;brayan.cunha@trabalhopuc.br;+55 (051) 5688-2576;Lago Sophie Sales Vila Madre Gertrudes 3ª Seção 46794016 Araújo de Caldeira / RO
624376;Pietro da Rosa;M;416.758.039-00;1990-11-23;pietro.darosa@trabalhopuc.br;+55 21 9860 5941;Alameda Freitas, 88 Santa Tereza 98649098 Vargas / GO
828063;Caroline Caldeira;F;643.158.729-46;1987-09-25;caroline.caldeira@trabalhopuc.br;+55 (084) 2302 1413;Ladeira da Mota Santa Helena 44523099 Aparecida / PI
352637;Thales Costela;M;964.513.028-05;1951-08-18;thales.costela@trabalhopuc.br;0300 228 6336;Avenida da Conceição, 95 Estrela 36289-628 Almeida das Pedras / ES
716343;Jade Barros;F;253.160.897-40;1995-07-15;jade.barros@trabalhopuc.br;0500-413-9284;Sítio de Souza, 56 Mantiqueira 22926-517 Cardoso / AC
299210;Lucas Fonseca;M;136.750.482-17;1982-11-20;lucas.fonseca@trabalhopuc.br;(061) 8802 2940;Setor de Gonçalves, 37 Dona Clara 56239-696 Monteiro de Costela / MS
761242;Eduardo da Conceição;M;031.726.854-62;1971-05-28;eduardo.daconceição@trabalhopuc.br;71 3829 4107;Distrito Lorenzo Guerra, 939 Vila Novo São Lucas 90929860 Albuquerque / AP
802405;Luiz Otávio Moura;M;140.695.782-85;1973-11-11;luiz otávio.moura@trabalhopuc.br;+55 (071) 2483 0136;Praça Brito, 69 São Bernardo 40883-728 Ribeiro da Prata / SC
452230;Pedro Henrique Almeida;M;509.631.874-57;1960-03-19;pedro henrique.almeida@trabalhopuc.br;+55 71 2566 8493;Ladeira de Abreu, 2 Vila São Francisco 40675644 Guerra de Moreira / RN
909647;Alexandre Sampaio;M;875.209.613-03;1972-01-08;alexandre.sampaio@trabalhopuc.br;31 9758-2596;Estação Guilherme Fernandes, 62 Vila Piratininga Venda Nova 25407-496 Nascimento / PE
668560;Lunna Pires;F;691.703.542-43;1994-06-09;lunna.pires@trabalhopuc.br;(021) 9301-0169;Via de Cavalcante, 2 Santa Cruz 48505567 Guerra / MG
394158;Maysa Viana;F;140.293.758-04;1960-02-01;maysa.viana@trabalhopuc.br;0500-793-7530;Residencial de Vasconcelos, 45 Santa Lúcia 68515895 Nunes / SC
486428;Valentim Pacheco;M;941.352.078-04;1988-06-10;valentim.pacheco@trabalhopuc.br;(031) 9814-8120;Rodovia de Rodrigues, 9 Eymard 38388232 Câmara da Serra / RS
104371;Eduarda Pires;F;186.395.704-93;1976-02-21;eduarda.pires@trabalhopuc.br;+55 21 9580 0520;Colônia Maria Flor Carvalho, 37 Lorena 42376-681 Abreu de Oliveira / PA
118744;Larissa Fernandes;F;201.746.583-62;1986-03-21;larissa.fernandes@trabalhopuc.br;(021) 4243 2356;Trevo Alves, 92 Monsenhor Messias 44643-240 Peixoto das Pedras / CE
792331;Emilly Melo;F;521.860.974-94;1952-01-04;emilly.melo@trabalhopuc.br;41 0129-7523;Avenida João Gabriel Abreu, 91 Boa Vista 51722121 Melo / SP
859358;Carolina Monteiro;F;971.605.328-21;1950-04-30;carolina.monteiro@trabalhopuc.br;71 5423 2642;Colônia Yasmin Ramos, 59 Andiroba 67223661 Fonseca / MS
295137;Stephany Carvalho;F;960.435.218-06;1986-06-09;stephany.carvalho@trabalhopuc.br;(031) 3147 9498;Vereda Carvalho, 90 Vila Real 2ª Seção 73163496 Cunha do Norte / DF
359110;Leonardo Montenegro;M;685.201.394-42;1956-12-04;leonardo.montenegro@trabalhopuc.br;0800-009-6081;Praia Dias, 38 Ademar Maldonado 29969233 Ferreira / RN
744036;Eloá Cavalcanti;F;346.180.725-71;1971-04-09;eloá.cavalcanti@trabalhopuc.br;+55 31 4354-7862;Lagoa de Almeida, 48 Vila Madre Gertrudes 4ª Seção 31378103 Câmara da Mata / RN
878758;Isaac Abreu;M;648.092.573-47;1994-08-12;isaac.abreu@trabalhopuc.br;(041) 6158 3648;Favela Garcia, 4 Santa Rita De Cássia 31923828 Cardoso Paulista / RS
532416;Stephany Martins;F;604.593.782-10;1987-07-23;stephany.martins@trabalhopuc.br;+55 (071) 4310-6043;Avenida Ana Carolina Moreira, 42 Serrano 05465782 Rezende / PI
1165;Dom Cardoso;M;815.064.932-89;1987-04-13;dom.cardoso@trabalhopuc.br;84 1418-7955;Favela de Freitas, 958 Estrela Do Oriente 88397924 da Paz da Serra / GO
196159;Valentina Azevedo;F;917.582.064-11;1961-02-09;valentina.azevedo@trabalhopuc.br;0300-975-4522;Núcleo Maria Fernanda Gomes, 54 Vila Canto Do Sabiá 11229293 Jesus / BA
786903;Sophie Rios;F;165.027.439-43;1992-04-09;sophie.rios@trabalhopuc.br;+55 84 9383 7145;Esplanada Pimenta, 425 Copacabana 13303997 Silva de Costa / AC
279716;Marcos Vinicius Sampaio;M;378.692.450-38;1988-06-07;marcos vinicius.sampaio@trabalhopuc.br;51 0038 8405;Rodovia de Rodrigues Pirineus 88149713 Pereira do Amparo / RJ
215139;Francisco Cavalcanti;M;172.386.450-17;1978-02-20;francisco.cavalcanti@trabalhopuc.br;0800-616-2568;Lago de Porto Cônego Pinheiro 2ª Seção 26111299 Cavalcante de Pimenta / PE
676978;Bernardo Pimenta;M;639.021.845-15;1950-06-15;bernardo.pimenta@trabalhopuc.br;84 3300-4105;Passarela Sarah da Cunha, 295 Lindéia 64366-001 Nascimento do Norte / AM
919159;Luiz Fernando Camargo;M;059.687.124-49;1992-06-27;luiz fernando.camargo@trabalhopuc.br;(084) 4331-1034;Trevo Davi Miguel Barros, 73 Vila Fumec 27721-661 Pereira / SE
802599;Léo Porto;M;285.069.417-76;1954-11-02;léo.porto@trabalhopuc.br;(011) 6088 8817;Campo Rocha, 15 Coração Eucarístico 71064689 Azevedo / SP
616092;Pedro Miguel Oliveira;M;516.279.048-67;1972-01-26;pedro miguel.oliveira@trabalhopuc.br;+55 84 7583 7258;Residencial Lima, 40 Vila Atila De Paiva 98448744 Novaes / MT
565850;Eloá Santos;F;749.538.106-00;1994-05-10;eloá.santos@trabalhopuc.br;(061) 4313 7367;Área de Casa Grande, 63 Marçola 08730232 Vargas do Norte / AL
647512;Vinicius Campos;M;324.789.516-73;1987-03-11;vinicius.campos@trabalhopuc.br;71 9741 2063;Estrada Dom Cassiano, 61 Vila Jardim Montanhes 47237-630 Monteiro / PE
978855;Gustavo Novais;M;843.197.206-87;1977-05-10;gustavo.novais@trabalhopuc.br;61 8783 3179;Vereda Azevedo, 60 Flamengo 95631383 Sousa / RJ
649812;Natália Pinto;F;431.026.579-07;1984-06-28;natália.pinto@trabalhopuc.br;11 0978 6309;Fazenda de Souza, 703 Buraco Quente 22164232 Machado / RN
728744;Luiz Fernando Câmara;M;942.517.380-04;1979-12-06;luiz fernando.câmara@trabalhopuc.br;(051) 0698 3469;Lago Pimenta, 114 Vila Santo Antônio 41530-661 Almeida / RJ
546592;Vitor Hugo Fogaça;M;081.254.693-89;1951-11-19;vitor hugo.fogaça@trabalhopuc.br;+55 (041) 6959 4674;Passarela de Araújo, 254 Liberdade 99381652 Sousa Alegre / BA
700196;Erick Cunha;M;291.458.037-14;1995-12-30;erick.cunha@trabalhopuc.br;+55 84 4964-2854;Viela Aylla Moraes, 149 Barroca 66054-659 das Neves do Galho / RJ
798550;Juliana Pinto;F;653.028.149-51;1967-09-29;juliana.pinto@trabalhopuc.br;+55 81 2996 0417;Núcleo Luiz Gustavo Peixoto, 287 Jardim Do Vale 54438623 Souza de Minas / SP
869679;Marcos Vinicius Barbosa;M;271.830.694-78;1958-11-20;marcos vinicius.barbosa@trabalhopuc.br;31 9623-6044;Distrito Luiz Miguel Azevedo Vila Independencia 3ª Seção 79848530 Moreira de Caldeira / PE
196167;Elisa Pimenta;F;483.029.715-88;1955-03-02;elisa.pimenta@trabalhopuc.br;+55 61 2748-4403;Esplanada Eloah Andrade, 3 Renascença 56804083 Costela / MG
669755;Antônio Alves;M;548.613.097-00;1982-07-27;antônio.alves@trabalhopuc.br;+55 (084) 2428 0659;Residencial Bryan Costela, 604 Santa Margarida 22735021 Oliveira / SE
81389;Vitor Hugo Garcia;M;483.256.019-06;1952-02-22;vitor hugo.garcia@trabalhopuc.br;84 1288-7916;Ladeira de Souza, 65 Nova Cintra 02438-791 Cardoso de Sousa / SE
208848;Bruna Andrade;F;159.628.403-05;1973-07-18;bruna.andrade@trabalhopuc.br;+55 31 4296-5652;Vereda Silveira, 676 Sport Club 33652-090 Machado / TO
632786;Marcelo Marques;M;506.983.127-59;1953-02-23;marcelo.marques@trabalhopuc.br;0500-281-0406;Vale de da Conceição, 46 Cônego Pinheiro 1ª Seção 37804921 Brito / SC
898853;Laís Costa;F;027.495.861-94;1957-06-01;laís.costa@trabalhopuc.br;+55 (021) 9386-1469;Praça Cavalcanti, 9 Aeroporto 57058657 Siqueira / MS
798936;Maria Julia Campos;F;860.312.954-15;1986-01-20;maria julia.campos@trabalhopuc.br;(061) 1109 1065;Conjunto Antônio da Rocha, 807 Cardoso 41650-260 da Paz / AC
326388;Heitor Mendes;M;179.260.435-16;1992-11-07;heitor.mendes@trabalhopuc.br;0900 652 3962;Praia de Moura, 86 Vila Dos Anjos 26540732 Macedo da Praia / PE
521467;Vitor Gabriel Costela;M;602.934.758-65;1950-11-10;vitor gabriel.costela@trabalhopuc.br;61 2828-6520;Fazenda Costa, 72 Monte Azul 80930599 Pires de Barbosa / MS
605891;Vitor Hugo Peixoto;M;305.819.246-06;1975-07-28;vitor hugo.peixoto@trabalhopuc.br;0800 790 1376;Largo das Neves, 320 Tres Marias 31787-165 Caldeira / PI
14213;Maria Eduarda Sales;F;406.859.172-58;1958-09-25;maria eduarda.sales@trabalhopuc.br;21 1042-1001;Morro Theo Casa Grande, 611 Lagoinha Leblon 37724-926 Santos / RJ
515145;Diego Fonseca;M;950.162.783-77;1975-05-13;diego.fonseca@trabalhopuc.br;(011) 0305 4137;Ladeira de Guerra Vila Antena Montanhês 94826-804 Vieira de Goiás / SE
911881;Lucca Monteiro;M;258.904.761-49;1964-11-27;lucca.monteiro@trabalhopuc.br;41 2362 8884;Praça Mendes, 5 Vila Nova Paraíso 96733-490 Monteiro / MS
333469;Maria Alice Cirino;F;520.789.463-38;1956-10-31;maria alice.cirino@trabalhopuc.br;84 3428-5910;Setor Gabrielly Leão São Sebastião 38186-188 Viana / ES
660912;Vitor Farias;M;012.368.945-70;1995-11-04;vitor.farias@trabalhopuc.br;0900 310 1651;Trecho de Fogaça, 87 Cachoeirinha 69294-749 Martins da Praia / PR
836902;Felipe Borges;M;796.543.820-83;1956-01-10;felipe.borges@trabalhopuc.br;+55 81 3311 4052;Vale Jesus, 5 Silveira 32477167 Casa Grande Verde / PE
969821;Kevin Casa Grande;M;792.806.431-69;1975-02-19;kevin.casagrande@trabalhopuc.br;+55 (051) 6401 9015;Travessa Marques, 6 Barão Homem De Melo 2ª Seção 59322656 Dias de Dias / PA
905106;Nicole Martins;F;892.031.467-50;1972-06-19;nicole.martins@trabalhopuc.br;(051) 2765 5657;Trevo Pedro Miguel Ferreira, 633 Marilandia 02955-346 Gonçalves de Abreu / MG
882295;Gustavo Henrique Costela;M;631.524.970-16;1976-10-18;gustavo henrique.costela@trabalhopuc.br;+55 84 4125-5289;Campo Enrico da Mota, 830 Tirol 50305935 Almeida / AC
338068;Oliver Casa Grande;M;613.459.807-01;1960-07-18;oliver.casagrande@trabalhopuc.br;0300 909 5631;Residencial de da Mota, 57 Laranjeiras 41572204 Gonçalves / PA
370148;Matteo Silveira;M;274.186.305-90;1990-07-08;matteo.silveira@trabalhopuc.br;+55 (071) 0717 6844;Loteamento Maria Laura Cirino, 84 Alta Tensão 2ª Seção 23817-821 Costa de Goiás / SC
800089;Guilherme Nunes;M;914.258.730-14;1987-10-24;guilherme.nunes@trabalhopuc.br;+55 (011) 4556-2759;Parque de Sales, 2 Vila Atila De Paiva 79089062 Moreira de Abreu / AC
481088;Enzo Vargas;M;873.295.406-92;1982-01-26;enzo.vargas@trabalhopuc.br;(021) 0793 0354;Núcleo Rezende, 576 Vila Madre Gertrudes 2ª Seção 68410-254 Moreira do Campo / DF
681839;Ana Vitória Mendes;F;970.623.518-30;1971-12-22;ana vitória.mendes@trabalhopuc.br;(061) 8928 9052;Esplanada Guerra, 88 Santa Rita De Cássia 42492615 Gomes / AP
401170;Leonardo Porto;M;986.530.724-38;1957-11-15;leonardo.porto@trabalhopuc.br;+55 (071) 8310 4959;Ladeira Gabriela Cavalcante, 72 Mirante 12389314 Rocha Grande / MA
85597;Isabela Almeida;F;967.420.531-43;1967-07-18;isabela.almeida@trabalhopuc.br;11 2682 8811;Largo Cirino, 717 Casa Branca 76039-676 Rios Grande / AL
523736;Lucca Carvalho;M;107.396.582-12;1989-04-22;lucca.carvalho@trabalhopuc.br;(084) 6598-6588;Colônia da Rosa, 7 Pirineus 53782-192 Camargo da Praia / RO
288056;Zoe Castro;F;134.087.962-03;1991-11-10;zoe.castro@trabalhopuc.br;(041) 0489 2914;Lago Carolina Caldeira Ouro Preto 24329-043 Câmara / BA
95317;Theo Silva;M;580.249.371-23;1951-09-21;theo.silva@trabalhopuc.br;+55 (011) 0901-5601;Conjunto Sara Mendes Zilah Sposito 63411338 Oliveira de Minas / PR
911033;Sophie Almeida;F;125.786.430-08;1991-09-19;sophie.almeida@trabalhopuc.br;+55 51 1860 8548;Quadra Ramos, 32 Nossa Senhora Da Aparecida 43269-919 Dias / PR
571475;Rafaela Mendes;F;897.063.124-04;1980-02-27;rafaela.mendes@trabalhopuc.br;21 3916 9332;Conjunto Nina Cavalcante, 44 Ermelinda 26948709 da Luz Paulista / GO
430065;Cauã Costela;M;702.185.693-86;1962-11-18;cauã.costela@trabalhopuc.br;+55 81 6643-4756;Parque Amanda Moura, 78 São Pedro 31588037 Viana de Novaes / RR
787148;Vicente Pacheco;M;572.480.391-79;1971-06-04;vicente.pacheco@trabalhopuc.br;+55 51 7038 1078;Vila de Campos, 1 Vila Mangueiras 94689758 Mendes / PR
772702;Ana Luiza Aragão;F;389.462.015-33;1964-06-28;ana luiza.aragão@trabalhopuc.br;(061) 1213 8219;Praia de Jesus, 29 Vila Mangueiras 11373-888 Alves de Sampaio / TO
600905;Calebe Santos;M;214.763.850-17;1972-02-20;calebe.santos@trabalhopuc.br;0800 173 9613;Vereda de Alves, 547 Coração Eucarístico 42546674 Monteiro / AC
33577;Eloá Novaes;F;926.475.108-49;1992-09-28;eloá.novaes@trabalhopuc.br;0300 394 0281;Vale Maria Liz Vasconcelos, 97 Pirineus 24846-283 da Paz / PA
736558;Luiz Henrique Nunes;M;897.612.450-20;1985-04-28;luiz henrique.nunes@trabalhopuc.br;+55 84 1192-2768;Colônia Pinto Paquetá 57806-224 Nogueira do Oeste / RN
52202;Rael Rios;M;374.159.802-04;1989-03-07;rael.rios@trabalhopuc.br;+55 84 5061-1517;Vila Farias, 40 Xodo-Marize 89030516 da Conceição / PA
998615;Ayla Pimenta;F;573.412.809-05;1973-05-30;ayla.pimenta@trabalhopuc.br;+55 84 5282 6719;Feira Siqueira, 50 Comiteco 05074-467 Barros dos Dourados / GO
649697;Enzo Freitas;M;786.134.905-57;1966-03-27;enzo.freitas@trabalhopuc.br;+55 (011) 9776 0222;Chácara Ana Luiza Casa Grande, 753 Araguaia 96450-999 Costela da Mata / RJ
411668;Thiago Fonseca;M;503.761.948-39;1991-12-09;thiago.fonseca@trabalhopuc.br;(081) 2854 6759;Conjunto da Luz Conjunto Taquaril 23277828 Gonçalves / RN
833383;Natália Cavalcanti;F;860.794.231-03;1954-02-13;natália.cavalcanti@trabalhopuc.br;(011) 3809-8332;Alameda Teixeira, 77 Horto 87131-335 Oliveira / PA
124361;João Vitor da Conceição;M;546.781.302-17;1971-04-13;joão vitor.daconceição@trabalhopuc.br;+55 21 1383 6955;Estrada Novaes Fernão Dias 51948552 Machado da Mata / MA
280116;Gustavo Borges;M;237.109.586-95;1991-02-08;gustavo.borges@trabalhopuc.br;+55 51 8830 5729;Vereda Vieira, 109 Vila De Sá 08338-041 da Rocha da Prata / RS
1626;Ana Cecília Pinto;F;052.684.397-74;1976-11-09;ana cecília.pinto@trabalhopuc.br;(041) 6812-8771;Quadra Liam Mendes, 30 Parque São Pedro 75882-356 Pimenta / SP
926671;Joaquim Araújo;M;324.801.596-98;1955-12-05;joaquim.araújo@trabalhopuc.br;(071) 7406 4918;Viela Nascimento Vila Santo Antônio Barroquinha 91540-798 Borges / SE
405633;Melissa da Cunha;F;814.395.026-33;1957-01-16;melissa.dacunha@trabalhopuc.br;(021) 4540 8324;Quadra Aylla das Neves, 4 Novo Glória 94923509 Castro / PI
229979;Valentina Aragão;F;679.230.451-43;1956-09-29;valentina.aragão@trabalhopuc.br;+55 11 5699-5736;Pátio Eduardo Guerra, 20 Manacas 77780910 da Cunha / PA
2365;Carlos Eduardo Teixeira;M;051.697.438-66;1995-11-06;carlos eduardo.teixeira@trabalhopuc.br;11 8530 3655;Viela Vitória Dias, 82 Pindura Saia 74666082 Araújo / CE
202242;Ana Júlia Cassiano;F;640.597.823-00;1963-07-24;ana júlia.cassiano@trabalhopuc.br;(011) 7751-1256;Setor Yan Freitas, 19 Vila Paraíso 75858-525 Oliveira de Goiás / SP
911145;Clara Duarte;F;928.306.451-89;1955-08-22;clara.duarte@trabalhopuc.br;+55 71 5983 9427;Morro Diego Gomes, 71 Monsenhor Messias 32277-809 Cunha do Amparo / ES
618274;Léo Fogaça;M;217.486.935-73;1961-10-01;léo.fogaça@trabalhopuc.br;+55 41 4243-7357;Núcleo Peixoto, 133 São Gonçalo 76076026 Sousa Paulista / DF
546911;Maria Helena Sá;F;301.428.569-24;1966-04-21;maria helena.sá@trabalhopuc.br;(011) 8048 6473;Estação Dias, 4 Grotinha 42810-384 Siqueira de Silveira / PA
999854;Lucca Albuquerque;M;860.347.251-35;1975-11-01;lucca.albuquerque@trabalhopuc.br;0300-903-0000;Estrada Ferreira, 13 Jardim Do Vale 47769-854 Nascimento do Amparo / CE
262673;Davi Lucas Cavalcante;M;169.354.278-19;1995-04-25;davi lucas.cavalcante@trabalhopuc.br;+55 (041) 6549-6415;Colônia Rios, 75 Nova Floresta 07193-365 Nascimento dos Dourados / RJ
193958;Henry Castro;M;829.475.160-01;1965-08-15;henry.castro@trabalhopuc.br;+55 51 2093 0637;Estação Caroline Câmara, 41 Minaslandia 90018749 Abreu / CE
